name,edition,condition,language,price_eur,quantity,seller,total_value,id_carta
Enterrada en el jardín,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2303
Asesino por obligación,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2147
Cadáver curioso,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,1336
Bolso de detective,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2664
Draco mecánico reluciente,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,3018
Jóvenes entrometidos,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2411
Detective con buen ojo,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,1741
Malabarista de runas flamígeras,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2485
Centinela de Sumala,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,229
Chismosa de la calle Hojalata,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,1731
Vampira consumealmas,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,1077
Cese // Desista,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2926
Desecho // Echazón,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,1878
Armar // Escándalo,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2048
Ajetreo // Trajín,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2965
Empujar // Tirar,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,1279
Colada pesada,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,2902
Husmeador magnético,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,1234
Rama de Vitu-Ghazi,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,874
Escena del crimen,Asesinatos en la mansión Karlov,NM,Inglés,0.2,4,MagicBarcelona,0.8,1544
Llegada propicia,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,2693
Fantasma defenestrado,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,1499
Diligencia debida,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,1900
Rastreadora grifonauta,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,1481
Justiciero haazda,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,3105
Confidente infiltrada,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,1431
Poner en jaque,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,836
Inmovilización improvisada,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,1588
Fantasma vigilante del mercado,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,1518
Guardia nocturno del museo,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,1960
Patrullar la ciudad,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,2622
Asesora experimentada,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,2126
Quitar la máscara,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,870
Criminólogos bentónicos,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,2487
Contrabandista de burbujas,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,2418
Investigadora de casos sin resolver,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,2651
Hada evitadelitos,Asesinatos en la mansión Karlov,NM,Inglés,0.15,4,MagicBarcelona,0.6,1813
"Oko, el cabecilla",Forajidos de Cruce de Truenos,NM,Inglés,0.75,4,MagicBarcelona,3.0,788
"Selvala, pionera entusiasta",Forajidos de Cruce de Truenos,NM,Inglés,0.35,4,MagicBarcelona,1.4,977
"Jace, resucitado",Forajidos de Cruce de Truenos,NM,Inglés,1.99,4,MagicBarcelona,7.96,2482
"Fortuna, corcel leal",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,473
Un último trabajo,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1067
Duelista de la mente,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,372
"Fblthp, perdido en la intemperie",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2986
La llave de la cámara,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,1208
Cruzar a otro mundo,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2746
Esfinge estoica,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2951
Matanza despiadada,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1832
"Vadmir, sangre fresca",Forajidos de Cruce de Truenos,NM,Inglés,0.2,1,MagicBarcelona,0.2,1074
"Calamidad, infierno galopante",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,180
Me las pagarás,Forajidos de Cruce de Truenos,NM,Inglés,0.35,4,MagicBarcelona,1.4,2158
Capitán de los Necroespuela,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,199
Barrillamala irascible,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,131
Akul el Impenitente,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,32
"Calzón, el forjabombas",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,181
"Bruse Tarl, ganadero itinerante",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2264
"Eriette, la embaucadora",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1218
Kellan se une al equipo,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,621
"Malcolm, los Ojos",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1928
"Marquesa, comerciante mortal",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2547
"Obeka, fraccionadora de segundos",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,778
Riku de los muchos caminos,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2270
Corcel seráfico,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,269
"Wylie Duke, héroe atiin",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1108
Alquimista de aloe,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,43
Traición en la cámara,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,3082
A todo vapor,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,0
Cartografiar la frontera,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,207
Filoverde de los Exopátridas,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,1342
Zarigüeya errante,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,2842
Animador estridente,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,58
Armadillo de Bosquespinas,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,84
Viltejón obstinado,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,1096
Destrozar el pueblo,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,337
A punta de navaja,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,2253
Cosecha de las tierras baldías,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,277
Tirocertero cactoide,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,3151
Gryff de la congregación,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,511
"Dr. Aurlock, genio osado",Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,362
"Ertha Jo, mentora de la frontera",Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,411
Formar una banda,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,472
Honesto Rutstein,Forajidos de Cruce de Truenos,NM,Inglés,0.35,4,MagicBarcelona,1.4,545
Campaña de intimidación,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,187
"Jem Lightfoote, exploradora celeste",Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,2663
"Jolene, púgil saqueadora",Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,616
"Kraum, cacofonía violenta",Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,1961
"Lazav, forastero conocido",Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,659
La suerte hay que buscarla,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,642
"Míriam, la Susurradora de Manadas",Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,750
Imponeleyes implacable,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,557
"Destrozaviales, entusiasta de los explosivos",Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,338
Domadora de condenados,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,357
Cajapum,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,178
Hacienda móvil,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,526
Arrastrero de tumbas,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,92
Frontera con tormenta de arena,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,476
Rancho bucólico,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,MagicBarcelona,0.6,876
Armadillo con armadura,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,83
Arrullo de Eriette,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,94
Forjaalas ingenioso,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1617
Cuerda mística,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,289
Guardias de la diligencia,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1348
El toro por los cuernos,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1330
Llavera esterlina,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2115
Proveedor esterlino,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2935
Tomar el escudo,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1034
Árynx entrenada,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2712
Pueblerinos vengativos,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,858
Grifo buscado,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1727
Ladrontrueno atrevido,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2159
Esguazo fallido,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2433
Draco del géiser,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2939
Strix hostigador,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1002
Plan de fuga,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,829
Tiburón usurero,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2063
Maestra del lazo sin par,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,3113
Desentrañar los secretos,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,329
Allanacámaras de los Tirográcil,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2094
Salpicadora del manantial,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1438
Frenar en seco,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2394
Cargar con la culpa,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2442
Gigápodo emboscador,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2150
Buitre de Ganchonegro,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1202
Profanador del osario,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2722
Cenizas devoradoras,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2682
Cuota del desierto,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2277
Buscasangre desesperado,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,170
Sorpresa del doliente,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1723
Rompevías nezumi,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,932
Matón entusiasta,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2153
Cuervo de los presagios mortales,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,290
Asesina del tejado,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2288
Trampa oculta,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1049
Saqueadora de cámaras,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,970
Duelista certera,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1237
Vendedora perspicaz,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1087
Descarrilamiento explosivo,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,323
Pulverizador de puños de hierro,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1726
Saqueadora de minas,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,971
Furia de los forajidos,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,487
Dúo de tunantes,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1492
Desenfundar rápido,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,328
Acometedor espinoso,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1314
Piromantes del rodeo,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,826
Salva tronadora,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2374
Tiro con efecto,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2708
Muerdetobillos,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,745
Centinela de manada espinosa,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2337
Cactarántula,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2397
Oso arriero,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2261
Comando de los Librerrantes,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1914
Castor gigante,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1695
Bandido de Puasrecias,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,127
Naturalista paciente,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1212
Alcanzar el cielo,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2262
Velo de piel de serpiente,Forajidos de Cruce de Truenos,NM,Inglés,0.1,3,MagicBarcelona,0.3,1082
Paladín de Bosquespinas,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,1320
Tirar de la silla,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,2189
Alzamiento de las barrillas,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,3038
Alimaña hambrienta,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,42
Batea de oro,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,134
Jardinero de oasis,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,611
Ayudante argénteo,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,119
Sabueso esterlino,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,953
Meseta ilusoria,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,MagicBarcelona,0.4,718
Llanura (V.1),Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,676
Isla (V.1),Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,603
Bosque (V.1),Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,151
"Annie Flash, la veterana",Forajidos de Cruce de Truenos,NM,Inglés,0.5,4,MagicBarcelona,2.0,61
"Oko, el cabecilla",Forajidos de Cruce de Truenos,NM,Inglés,0.99,4,MagicBarcelona,3.96,788
"Selvala, pionera entusiasta",Forajidos de Cruce de Truenos,NM,Inglés,0.5,4,MagicBarcelona,2.0,977
"Fortuna, corcel leal",Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,473
Un último trabajo,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,1067
Gallipato del archimago,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,494
Cruzar a otro mundo,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,2746
Me las pagarás,Forajidos de Cruce de Truenos,NM,Inglés,0.5,4,MagicBarcelona,2.0,2158
Capitán de los Necroespuela,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,199
Sierpe de cascabel colosal,Forajidos de Cruce de Truenos,NM,Inglés,0.35,4,MagicBarcelona,1.4,2711
Akul el Impenitente,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,32
"Calzón, el forjabombas",Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,181
"Bruse Tarl, ganadero itinerante",Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,2264
"Eriette, la embaucadora",Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,1218
Kellan se une al equipo,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,621
"Marquesa, comerciante mortal",Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,2547
Riku de los muchos caminos,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,2270
Corcel seráfico,Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,269
"Wylie Duke, héroe atiin",Forajidos de Cruce de Truenos,NM,Inglés,0.25,4,MagicBarcelona,1.0,1108
Felidar brincador,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2256
Intervención bovina,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,574
Buscadora de la frontera,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,168
Ilusión de escapatoria,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,556
En manos de la ley,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,396
Justiciera de Puerto del Presagio,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1885
Perrito de las praderas,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,817
Magnate de Prosperidad,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2073
Pastora de las nubes,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,807
Lazo de truenos,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,661
Desperado de Lodohondo,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,333
Apariciones emergentes,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2810
Reflejo fugaz,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,896
Esfinge merodeadora,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,421
Disparo metamórfico,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,353
Planear el golpe,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,830
Estafa cambiante,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,429
Cerrajera de los Tirográcil,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1511
Bandido de semblantes,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,128
Acuerdo vinculante,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,19
Estafadora de sangre,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2909
Merodeador hueco,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,716
Banda de vividores,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,125
Boticaria cascabelera,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2658
Ladrón de rictus,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,646
Sirviente del aguijón,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,994
Accidente desafortunado,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,10
Contratista sin escrúpulos,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,265
En medio del fuego cruzado,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,397
Coyote calculador,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2258
Ferocificación,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2696
Cabalgadura del Gila,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2762
Tirador astalarga,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1257
Correcaminos cauto,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,273
Disparo abrasador,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,352
Alquimista de aloe,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,43
Traición en la cámara,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,3082
A todo vapor,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,0
Cartografiar la frontera,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,207
Filoverde de los Exopátridas,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1342
Zarigüeya errante,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2842
Animador estridente,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,58
Armadillo de Bosquespinas,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,84
Viltejón obstinado,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1096
Destrozar el pueblo,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,337
A punta de navaja,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2253
Cosecha de las tierras baldías,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,277
Tirocertero cactoide,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,3151
Gryff de la congregación,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,511
"Dr. Aurlock, genio osado",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,362
"Ertha Jo, mentora de la frontera",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,411
Formar una banda,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,472
Campaña de intimidación,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,187
"Jem Lightfoote, exploradora celeste",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,2663
"Jolene, púgil saqueadora",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,616
"Kraum, cacofonía violenta",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,1961
"Lazav, forastero conocido",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,659
La suerte hay que buscarla,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,642
"Míriam, la Susurradora de Manadas",Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,750
Imponeleyes implacable,Forajidos de Cruce de Truenos,NM,Inglés,0.2,4,MagicBarcelona,0.8,557
